Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Monthly_Income,Salary_Band,Tenure_Years,Tenure_Band,Job_Satisfaction,Work_Life_Balance,Overtime,Distance_From_Home,Performance_Rating,Training_Times_Last_Year,Promotion_Last_2_Years,Attrition,Attrition_Flag
E0441,32,Male,Finance,Finance Manager,College,Married,56049,Medium,0,0-1 Year,4,2,No,1,3,5,No,Yes,1
E0442,40,Female,Human Resources,Recruiter,College,Single,39925,Medium,7,4-7 Years,4,2,No,9,3,4,No,No,0
E0443,49,Female,Research & Development,Product Analyst,Doctorate,Single,51534,Medium,1,0-1 Year,2,1,No,15,3,5,No,No,0
E0444,38,Male,Research & Development,Research Scientist,Bachelor,Divorced,66436,Medium,4,4-7 Years,4,4,Yes,27,3,0,No,No,0
E0445,27,Male,Research & Development,Product Analyst,Doctorate,Single,76249,High,1,0-1 Year,3,2,Yes,14,3,6,No,Yes,1
E0446,25,Female,Research & Development,Lab Technician,Below College,Married,86656,High,3,2-3 Years,2,3,Yes,23,3,1,No,Yes,1
E0447,31,Male,Human Resources,HR Executive,Doctorate,Single,69264,Medium,11,8+ Years,1,1,No,9,3,3,No,No,0
E0448,33,Male,Sales,Sales Representative,Bachelor,Single,83284,High,13,8+ Years,2,1,No,11,4,3,Yes,Yes,1
E0449,30,Male,Operations,Process Lead,Master,Divorced,80563,High,4,4-7 Years,3,3,No,14,4,2,No,No,0
E0450,38,Male,Sales,Sales Representative,Master,Married,53094,Medium,3,2-3 Years,4,4,Yes,4,4,3,Yes,No,0
E0451,36,Other,Sales,Sales Representative,College,Single,66915,Medium,10,8+ Years,2,3,Yes,19,4,4,Yes,No,0
E0452,34,Female,Research & Development,Research Scientist,Master,Single,82378,High,0,0-1 Year,3,1,No,13,3,0,No,Yes,1
E0453,33,Male,Research & Development,R&D Manager,Bachelor,Single,91554,High,17,8+ Years,4,3,No,24,4,6,No,No,0
E0454,51,Male,Customer Support,Customer Success Manager,College,Single,50275,Medium,2,2-3 Years,2,2,No,25,4,0,Yes,No,0
E0455,38,Male,Sales,Regional Manager,Doctorate,Married,47090,Medium,12,8+ Years,2,3,No,22,3,2,No,No,0
E0456,34,Female,Finance,Financial Analyst,Doctorate,Married,34112,Low,4,4-7 Years,4,1,No,2,3,3,No,No,0
E0457,31,Male,Finance,Financial Analyst,Below College,Married,90779,High,11,8+ Years,2,2,No,22,4,6,No,No,0
E0458,26,Female,Human Resources,Payroll Specialist,Master,Married,59632,Medium,6,4-7 Years,3,3,No,19,3,4,Yes,No,0
E0459,38,Male,Sales,Regional Manager,Bachelor,Single,44793,Medium,4,4-7 Years,4,3,No,11,4,6,No,No,0
E0460,32,Female,Customer Support,Support Executive,Doctorate,Married,40374,Medium,2,2-3 Years,4,4,Yes,23,3,5,No,No,0
E0461,35,Female,Research & Development,Product Analyst,Doctorate,Married,54998,Medium,0,0-1 Year,1,2,Yes,28,3,3,No,Yes,1
E0462,34,Male,Sales,Account Manager,Master,Single,41518,Medium,2,2-3 Years,2,4,Yes,16,3,6,No,No,0
E0463,46,Female,Sales,Sales Executive,Master,Divorced,63295,Medium,2,2-3 Years,4,3,No,2,3,3,No,No,0
E0464,25,Male,Research & Development,Research Scientist,Bachelor,Married,60583,Medium,1,0-1 Year,4,4,Yes,4,3,5,No,Yes,1
E0465,30,Female,Operations,Process Lead,Bachelor,Divorced,56749,Medium,1,0-1 Year,3,4,No,5,4,5,No,No,0
E0466,29,Male,Customer Support,Support Executive,College,Divorced,41108,Medium,6,4-7 Years,2,2,No,7,3,3,Yes,No,0
E0467,30,Female,Human Resources,HR Executive,Bachelor,Married,58088,Medium,5,4-7 Years,1,1,Yes,11,3,4,No,No,0
E0468,46,Female,Operations,Logistics Coordinator,Doctorate,Single,49363,Medium,10,8+ Years,1,1,No,30,4,6,No,Yes,1
E0469,35,Male,Finance,Financial Analyst,Below College,Married,50964,Medium,0,0-1 Year,2,3,No,6,4,5,No,No,0
E0470,31,Male,Sales,Account Manager,Master,Single,67113,Medium,9,8+ Years,4,1,No,8,4,3,No,No,0
E0471,41,Male,Research & Development,Lab Technician,Master,Married,89276,High,2,2-3 Years,4,4,Yes,30,3,3,No,No,0
E0472,32,Male,Sales,Sales Executive,Doctorate,Divorced,30104,Low,0,0-1 Year,4,2,No,14,3,6,No,Yes,1
E0473,20,Male,Sales,Account Manager,Doctorate,Single,61344,Medium,2,2-3 Years,3,3,No,1,4,4,No,No,0
E0474,28,Female,Finance,Auditor,Doctorate,Married,37135,Medium,7,4-7 Years,2,3,No,3,3,2,No,No,0
E0475,27,Female,Research & Development,Research Scientist,Doctorate,Single,64499,Medium,2,2-3 Years,1,1,No,29,4,4,No,No,0
E0476,37,Other,Sales,Sales Executive,Doctorate,Married,42201,Medium,3,2-3 Years,1,4,Yes,10,3,0,No,No,0
E0477,30,Female,Operations,Operations Manager,Below College,Married,68298,Medium,7,4-7 Years,2,4,No,17,4,0,No,No,0
E0478,35,Male,Sales,Regional Manager,Master,Married,40409,Medium,0,0-1 Year,4,2,No,15,3,5,No,No,0
E0479,25,Female,Customer Support,Customer Success Manager,Doctorate,Single,39677,Medium,2,2-3 Years,4,4,No,27,3,4,Yes,No,0
E0480,32,Male,Sales,Sales Representative,Bachelor,Married,45896,Medium,0,0-1 Year,1,4,No,4,3,4,No,Yes,1
E0481,33,Male,IT,Data Analyst,Below College,Married,74492,High,0,0-1 Year,4,1,No,30,4,2,No,No,0
E0482,39,Female,Human Resources,HR Executive,Master,Married,40308,Medium,4,4-7 Years,3,4,No,16,4,6,No,No,0
E0483,38,Female,Operations,Operations Manager,Below College,Married,52709,Medium,8,8+ Years,4,4,No,8,4,2,No,No,0
E0484,45,Male,Customer Support,Customer Success Manager,Master,Married,50806,Medium,7,4-7 Years,1,1,No,7,4,4,No,Yes,1
E0485,47,Male,Human Resources,HR Executive,Master,Married,60921,Medium,0,0-1 Year,2,2,Yes,27,4,4,No,No,0
E0486,35,Male,Finance,Auditor,College,Single,56052,Medium,2,2-3 Years,3,4,No,9,3,0,No,No,0
E0487,32,Male,Research & Development,Product Analyst,Below College,Single,85348,High,16,8+ Years,1,3,Yes,13,3,1,No,No,0
E0488,34,Male,Sales,Sales Representative,Below College,Single,33667,Low,3,2-3 Years,4,1,No,9,3,3,No,No,0
E0489,34,Female,Research & Development,Research Scientist,College,Single,96676,High,7,4-7 Years,4,4,No,3,4,4,Yes,No,0
E0490,43,Male,Human Resources,Payroll Specialist,Bachelor,Single,38400,Medium,0,0-1 Year,3,2,No,1,3,3,No,No,0
E0491,25,Female,Customer Support,Support Executive,Master,Married,29857,Low,0,0-1 Year,1,3,No,3,3,0,No,No,0
E0492,48,Male,Sales,Account Manager,College,Married,33752,Low,5,4-7 Years,4,3,No,8,3,2,No,Yes,1
E0493,33,Female,Finance,Financial Analyst,Master,Married,54099,Medium,0,0-1 Year,4,4,Yes,18,3,5,No,No,0
E0494,41,Male,Operations,Logistics Coordinator,Bachelor,Single,51964,Medium,4,4-7 Years,1,1,No,15,3,1,No,No,0
E0495,36,Male,Sales,Account Manager,Below College,Divorced,70884,High,19,8+ Years,1,3,No,16,4,5,No,No,0
E0496,29,Male,Customer Support,Customer Success Manager,Doctorate,Divorced,37787,Medium,1,0-1 Year,2,1,No,19,3,0,No,No,0
E0497,38,Female,Operations,Logistics Coordinator,Master,Married,108703,High,24,8+ Years,3,4,No,1,4,5,No,No,0
E0498,24,Male,Research & Development,Product Analyst,College,Married,62582,Medium,0,0-1 Year,4,4,Yes,11,3,1,No,No,0
E0499,51,Male,IT,IT Manager,Bachelor,Married,60334,Medium,1,0-1 Year,1,1,No,1,3,6,No,No,0
E0500,34,Female,Research & Development,Product Analyst,Below College,Married,77806,High,0,0-1 Year,2,1,No,25,3,3,No,No,0
E0501,21,Male,IT,Software Engineer,Bachelor,Married,100482,High,1,0-1 Year,4,1,Yes,10,3,3,No,No,0
E0502,45,Female,Customer Support,Team Lead,Below College,Married,47333,Medium,1,0-1 Year,1,4,No,13,3,3,No,Yes,1
E0503,30,Male,Research & Development,R&D Manager,College,Married,57649,Medium,0,0-1 Year,2,2,No,21,3,2,No,No,0
E0504,40,Male,Sales,Sales Executive,Below College,Married,52640,Medium,2,2-3 Years,3,3,No,19,4,6,Yes,No,0
E0505,42,Female,Human Resources,Recruiter,Master,Single,63129,Medium,9,8+ Years,4,3,No,7,4,5,No,No,0
E0506,40,Male,Finance,Finance Manager,College,Married,42649,Medium,2,2-3 Years,3,2,No,4,3,6,No,No,0
E0507,34,Male,Research & Development,Lab Technician,Bachelor,Single,117208,High,15,8+ Years,4,2,No,13,3,0,No,Yes,1
E0508,35,Male,Research & Development,R&D Manager,Below College,Single,64960,Medium,1,0-1 Year,3,2,Yes,11,4,1,No,No,0
E0509,23,Female,Sales,Sales Representative,Master,Divorced,60287,Medium,0,0-1 Year,2,3,No,26,3,1,No,No,0
E0510,46,Male,Customer Support,Support Executive,College,Single,50141,Medium,0,0-1 Year,4,3,Yes,11,3,5,No,No,0
E0511,35,Male,Customer Support,Team Lead,Doctorate,Married,27294,Low,0,0-1 Year,2,4,No,7,4,6,No,Yes,1
E0512,25,Female,Research & Development,R&D Manager,College,Married,63972,Medium,1,0-1 Year,4,4,No,16,3,3,No,No,0
E0513,28,Male,Sales,Sales Representative,Master,Single,49530,Medium,1,0-1 Year,4,2,No,30,4,2,No,Yes,1
E0514,26,Male,Human Resources,Recruiter,Below College,Single,42575,Medium,4,4-7 Years,4,4,No,14,3,3,No,No,0
E0515,31,Male,Research & Development,Research Scientist,Bachelor,Single,87095,High,3,2-3 Years,3,2,Yes,4,3,2,Yes,Yes,1
E0516,37,Male,Operations,Logistics Coordinator,Doctorate,Divorced,63681,Medium,0,0-1 Year,3,1,No,25,3,6,No,No,0
E0517,24,Male,Operations,Operations Executive,Master,Married,51561,Medium,1,0-1 Year,2,2,No,24,4,3,No,No,0
E0518,32,Male,Operations,Process Lead,Below College,Married,67896,Medium,9,8+ Years,4,2,No,15,3,4,Yes,No,0
E0519,29,Male,Human Resources,HR Manager,Doctorate,Divorced,61357,Medium,5,4-7 Years,3,3,No,19,3,6,Yes,No,0
E0520,39,Male,Finance,Auditor,College,Single,57306,Medium,2,2-3 Years,2,4,No,4,3,3,No,No,0
E0521,39,Male,Sales,Regional Manager,Master,Single,68008,Medium,12,8+ Years,2,2,No,10,3,0,No,No,0
E0522,39,Female,Research & Development,Research Scientist,Bachelor,Single,85908,High,6,4-7 Years,2,2,No,28,3,3,No,No,0
E0523,33,Female,Finance,Auditor,Below College,Married,56858,Medium,0,0-1 Year,4,2,Yes,17,3,4,No,No,0
E0524,25,Male,Research & Development,Product Analyst,Doctorate,Married,102000,High,7,4-7 Years,2,4,No,8,3,4,No,Yes,1
E0525,35,Female,Sales,Sales Executive,Below College,Single,72224,High,1,0-1 Year,3,1,No,23,4,1,No,No,0
E0526,34,Female,IT,Software Engineer,Bachelor,Married,59389,Medium,7,4-7 Years,2,3,No,7,3,3,Yes,No,0
E0527,33,Male,Operations,Operations Manager,College,Single,48169,Medium,0,0-1 Year,3,4,No,16,3,0,No,No,0
E0528,36,Male,Research & Development,R&D Manager,College,Married,53091,Medium,0,0-1 Year,3,1,Yes,18,4,1,No,No,0
E0529,34,Male,Research & Development,Lab Technician,College,Married,75496,High,5,4-7 Years,1,1,Yes,13,3,3,Yes,No,0
E0530,34,Female,Research & Development,Lab Technician,College,Married,64968,Medium,0,0-1 Year,2,1,Yes,8,4,0,No,Yes,1
E0531,36,Male,Sales,Sales Executive,Master,Single,42009,Medium,4,4-7 Years,4,4,No,4,3,0,No,No,0
E0532,47,Other,Sales,Sales Representative,Doctorate,Married,63329,Medium,5,4-7 Years,1,2,No,14,3,4,No,No,0
E0533,20,Female,Sales,Sales Executive,College,Married,25914,Low,1,0-1 Year,3,4,No,3,3,4,No,No,0
E0534,35,Male,Human Resources,HR Executive,Below College,Single,77981,High,11,8+ Years,4,2,No,20,3,1,No,Yes,1
E0535,33,Male,Research & Development,Product Analyst,College,Married,48336,Medium,1,0-1 Year,1,4,No,21,4,6,No,Yes,1
E0536,43,Female,Sales,Sales Executive,College,Single,36484,Medium,1,0-1 Year,2,4,No,17,3,3,No,No,0
E0537,37,Male,Sales,Sales Representative,Master,Single,42531,Medium,0,0-1 Year,2,2,No,17,3,5,No,Yes,1
E0538,30,Male,Sales,Sales Representative,College,Married,91204,High,17,8+ Years,4,1,Yes,12,3,1,No,No,0
E0539,41,Male,Customer Support,Team Lead,Master,Single,53426,Medium,9,8+ Years,3,2,No,18,4,2,No,No,0
E0540,32,Male,Sales,Sales Representative,Doctorate,Married,58485,Medium,12,8+ Years,3,4,Yes,13,4,3,No,No,0
E0541,38,Female,Sales,Sales Executive,Below College,Married,68092,Medium,13,8+ Years,4,3,Yes,25,4,5,No,No,0
E0542,33,Male,Finance,Auditor,College,Single,43572,Medium,0,0-1 Year,1,2,No,9,3,5,No,No,0
E0543,23,Female,Sales,Sales Executive,Master,Married,22858,Low,0,0-1 Year,2,4,No,6,4,2,No,No,0
E0544,34,Male,Finance,Auditor,Below College,Divorced,38013,Medium,10,8+ Years,3,2,Yes,9,4,5,No,No,0
E0545,22,Female,Sales,Regional Manager,College,Married,43930,Medium,1,0-1 Year,2,2,Yes,7,3,4,No,No,0
E0546,35,Male,Sales,Sales Representative,Doctorate,Single,73337,High,20,8+ Years,4,1,No,28,3,0,No,No,0
E0547,32,Male,Research & Development,Product Analyst,Bachelor,Married,54920,Medium,0,0-1 Year,1,1,No,4,3,6,No,No,0
E0548,34,Male,IT,IT Manager,Bachelor,Single,46933,Medium,2,2-3 Years,3,3,No,27,3,2,No,No,0
E0549,22,Male,Customer Support,Support Executive,Master,Married,41972,Medium,1,0-1 Year,1,3,Yes,23,4,1,No,No,0
E0550,45,Female,Human Resources,Recruiter,Below College,Single,67529,Medium,14,8+ Years,3,1,No,26,4,5,No,No,0
E0551,49,Female,Research & Development,Product Analyst,Master,Married,78978,High,11,8+ Years,3,2,No,23,3,4,No,Yes,1
E0552,47,Male,Customer Support,Team Lead,Below College,Divorced,44480,Medium,21,8+ Years,4,1,No,16,3,1,No,No,0
E0553,43,Male,Research & Development,Research Scientist,Below College,Married,115541,High,11,8+ Years,2,3,No,22,3,5,Yes,No,0
E0554,46,Female,Customer Support,Team Lead,Master,Married,31768,Low,7,4-7 Years,3,4,No,30,4,5,No,No,0
E0555,33,Male,Customer Support,Support Executive,Bachelor,Single,44345,Medium,0,0-1 Year,2,1,No,19,3,6,No,No,0
E0556,46,Female,Sales,Sales Representative,Bachelor,Single,18000,Low,1,0-1 Year,2,2,No,4,3,4,No,No,0
E0557,32,Male,Customer Support,Team Lead,Master,Divorced,32649,Low,1,0-1 Year,1,3,No,10,3,5,No,No,0
E0558,21,Female,Finance,Accountant,College,Married,59351,Medium,2,2-3 Years,2,2,Yes,23,4,6,No,Yes,1
E0559,27,Male,IT,IT Manager,College,Married,136564,High,23,8+ Years,4,1,No,17,4,2,No,No,0
E0560,41,Female,Research & Development,Research Scientist,Bachelor,Single,45295,Medium,3,2-3 Years,2,4,Yes,23,3,1,Yes,No,0
E0561,23,Male,Operations,Operations Executive,Bachelor,Single,18000,Low,0,0-1 Year,2,1,No,4,3,3,No,No,0
E0562,28,Female,Finance,Accountant,Below College,Single,43785,Medium,0,0-1 Year,4,3,Yes,23,3,1,No,No,0
E0563,32,Female,Operations,Process Lead,Below College,Divorced,69512,Medium,2,2-3 Years,1,1,Yes,16,3,4,No,No,0
E0564,20,Male,Customer Support,Support Executive,Doctorate,Married,69618,Medium,2,2-3 Years,1,3,No,3,4,6,No,Yes,1
E0565,24,Male,Customer Support,Customer Success Manager,Below College,Married,36875,Medium,0,0-1 Year,2,1,No,6,4,5,No,No,0
E0566,32,Male,Sales,Sales Representative,College,Divorced,42377,Medium,1,0-1 Year,1,1,No,17,3,4,No,No,0
E0567,29,Male,Research & Development,R&D Manager,College,Single,53349,Medium,4,4-7 Years,3,2,No,23,3,6,Yes,No,0
E0568,28,Male,IT,System Admin,College,Single,72185,High,6,4-7 Years,3,3,No,13,3,1,No,No,0
E0569,29,Male,Human Resources,HR Executive,Below College,Single,44224,Medium,5,4-7 Years,3,2,No,14,4,2,No,No,0
E0570,30,Male,Research & Development,Research Scientist,College,Single,47563,Medium,1,0-1 Year,3,3,Yes,5,4,1,No,No,0
E0571,34,Male,Research & Development,Research Scientist,College,Married,58674,Medium,3,2-3 Years,4,1,No,17,3,4,No,No,0
E0572,40,Female,Research & Development,Product Analyst,Doctorate,Married,99507,High,5,4-7 Years,4,4,No,19,3,0,No,No,0
E0573,43,Male,Operations,Operations Executive,College,Single,41386,Medium,2,2-3 Years,4,4,No,6,3,2,No,No,0
E0574,41,Male,Research & Development,Research Scientist,Doctorate,Single,58051,Medium,1,0-1 Year,1,1,Yes,24,3,0,No,No,0
E0575,42,Female,IT,Software Engineer,Below College,Single,70552,High,3,2-3 Years,4,4,No,17,3,5,No,No,0
E0576,34,Male,Operations,Logistics Coordinator,Doctorate,Single,95555,High,15,8+ Years,1,4,No,6,3,6,No,No,0
E0577,27,Male,Research & Development,Research Scientist,Bachelor,Married,73509,High,2,2-3 Years,2,1,Yes,10,3,2,No,Yes,1
E0578,49,Female,IT,Software Engineer,Below College,Single,69859,Medium,9,8+ Years,1,4,Yes,11,3,0,Yes,No,0
E0579,42,Male,Research & Development,Lab Technician,Master,Single,72591,High,0,0-1 Year,4,1,Yes,5,4,2,No,Yes,1
E0580,35,Female,Customer Support,Customer Success Manager,Below College,Single,35121,Medium,2,2-3 Years,2,2,No,12,4,0,No,Yes,1
E0581,33,Male,Sales,Regional Manager,Master,Married,18000,Low,0,0-1 Year,4,3,Yes,4,3,4,No,Yes,1
E0582,47,Male,Human Resources,Payroll Specialist,Master,Divorced,76339,High,7,4-7 Years,3,1,Yes,25,3,0,No,No,0
E0583,20,Male,Human Resources,HR Manager,Master,Married,45556,Medium,1,0-1 Year,2,2,No,9,4,6,No,No,0
E0584,31,Male,Sales,Sales Executive,Below College,Single,30810,Low,0,0-1 Year,2,2,No,4,3,0,No,Yes,1
E0585,39,Female,Finance,Financial Analyst,Bachelor,Single,49057,Medium,3,2-3 Years,2,2,No,11,3,0,No,Yes,1
E0586,34,Male,IT,IT Manager,Bachelor,Single,113414,High,1,0-1 Year,3,2,Yes,10,3,4,No,No,0
E0587,35,Male,Research & Development,Research Scientist,College,Single,70846,High,4,4-7 Years,3,3,No,24,4,5,No,No,0
E0588,37,Male,Finance,Financial Analyst,College,Single,60499,Medium,6,4-7 Years,2,2,Yes,23,3,0,Yes,No,0
E0589,39,Male,Human Resources,Recruiter,Doctorate,Single,49485,Medium,3,2-3 Years,3,3,Yes,15,3,0,No,No,0
E0590,23,Female,Customer Support,Support Executive,College,Married,26914,Low,0,0-1 Year,1,2,No,24,4,3,No,No,0
E0591,26,Female,Research & Development,Product Analyst,Doctorate,Married,62592,Medium,4,4-7 Years,1,2,Yes,19,3,5,Yes,No,0
E0592,32,Female,Research & Development,Lab Technician,College,Single,75149,High,0,0-1 Year,2,3,Yes,2,3,2,No,No,0
E0593,33,Male,IT,System Admin,Below College,Married,73376,High,2,2-3 Years,3,3,No,3,4,4,No,No,0
E0594,36,Male,Finance,Financial Analyst,College,Married,74112,High,16,8+ Years,1,1,Yes,24,4,3,No,No,0
E0595,31,Male,Customer Support,Support Executive,Master,Married,49279,Medium,4,4-7 Years,4,2,No,15,3,5,No,No,0
E0596,37,Female,Sales,Sales Representative,College,Single,69366,Medium,6,4-7 Years,1,3,No,6,4,6,No,Yes,1
E0597,41,Female,Research & Development,Product Analyst,Below College,Divorced,85307,High,6,4-7 Years,1,4,No,13,3,6,Yes,Yes,1
E0598,34,Male,Research & Development,Research Scientist,College,Single,72298,High,7,4-7 Years,3,1,No,7,3,6,No,No,0
E0599,31,Female,Research & Development,R&D Manager,College,Single,70011,High,8,8+ Years,3,1,Yes,17,4,3,Yes,No,0
E0600,36,Female,Research & Development,R&D Manager,Below College,Single,100869,High,2,2-3 Years,1,4,No,6,4,1,Yes,No,0
E0601,42,Male,Research & Development,Research Scientist,Below College,Married,47576,Medium,0,0-1 Year,2,4,No,5,4,5,No,No,0
E0602,24,Female,Research & Development,Product Analyst,Below College,Married,27697,Low,0,0-1 Year,2,2,No,11,3,3,No,No,0
E0603,40,Male,Sales,Regional Manager,Bachelor,Divorced,42442,Medium,0,0-1 Year,2,4,No,12,3,3,No,No,0
E0604,26,Female,Sales,Sales Representative,Below College,Married,61055,Medium,3,2-3 Years,2,4,No,3,3,3,No,Yes,1
E0605,38,Female,Research & Development,Research Scientist,College,Married,98002,High,2,2-3 Years,2,1,No,2,4,2,No,No,0
E0606,51,Male,Customer Support,Customer Success Manager,Master,Married,33876,Low,1,0-1 Year,1,2,No,4,4,5,No,No,0
E0607,32,Female,Research & Development,Research Scientist,College,Married,72399,High,9,8+ Years,1,2,No,12,3,1,Yes,Yes,1
E0608,33,Male,Research & Development,Lab Technician,Below College,Single,36916,Medium,1,0-1 Year,3,4,No,26,3,0,No,No,0
E0609,32,Male,Finance,Accountant,Doctorate,Single,69352,Medium,8,8+ Years,4,3,No,30,3,2,No,No,0
E0610,33,Male,Research & Development,Lab Technician,Bachelor,Single,44457,Medium,0,0-1 Year,1,4,No,16,3,5,No,Yes,1
E0611,33,Male,Finance,Accountant,College,Single,65775,Medium,2,2-3 Years,3,1,No,8,3,4,Yes,No,0
E0612,34,Male,Human Resources,HR Executive,College,Single,54148,Medium,4,4-7 Years,4,1,Yes,2,3,2,Yes,No,0
E0613,30,Female,Research & Development,Product Analyst,Below College,Married,26480,Low,6,4-7 Years,4,1,Yes,17,4,1,Yes,No,0
E0614,32,Male,Research & Development,Lab Technician,Doctorate,Divorced,62793,Medium,4,4-7 Years,2,2,No,26,3,1,No,No,0
E0615,29,Male,Finance,Finance Manager,Below College,Single,59446,Medium,1,0-1 Year,4,1,No,29,4,5,No,No,0
E0616,35,Male,IT,IT Manager,Below College,Single,84553,High,7,4-7 Years,1,4,No,4,3,1,No,No,0
E0617,33,Female,Sales,Regional Manager,College,Single,61049,Medium,1,0-1 Year,2,1,No,19,3,2,No,No,0
E0618,25,Male,Research & Development,R&D Manager,College,Married,86140,High,3,2-3 Years,1,1,Yes,24,4,5,No,Yes,1
E0619,36,Female,Finance,Financial Analyst,Master,Single,94906,High,5,4-7 Years,4,4,No,4,3,5,Yes,No,0
E0620,28,Female,Research & Development,R&D Manager,Doctorate,Single,83565,High,1,0-1 Year,1,3,No,15,3,1,No,Yes,1
E0621,47,Male,Sales,Regional Manager,Below College,Married,66354,Medium,7,4-7 Years,2,1,No,7,4,6,No,Yes,1
E0622,30,Female,Research & Development,Research Scientist,Master,Single,106145,High,10,8+ Years,3,2,No,27,3,3,No,No,0
E0623,42,Male,Human Resources,Recruiter,Bachelor,Divorced,60896,Medium,12,8+ Years,1,2,No,3,4,4,No,No,0
E0624,42,Female,Sales,Regional Manager,Doctorate,Married,40812,Medium,1,0-1 Year,4,3,No,17,4,3,No,No,0
E0625,33,Female,Sales,Sales Representative,Below College,Single,45879,Medium,5,4-7 Years,4,2,No,12,3,1,No,No,0
E0626,20,Male,Research & Development,R&D Manager,Bachelor,Divorced,66942,Medium,3,2-3 Years,3,3,No,27,3,4,No,No,0
E0627,26,Male,Sales,Sales Representative,Below College,Married,57920,Medium,9,8+ Years,4,3,No,23,3,6,Yes,Yes,1
E0628,44,Female,Finance,Auditor,Master,Married,77746,High,4,4-7 Years,4,1,No,22,3,3,Yes,Yes,1
E0629,51,Female,IT,Data Analyst,Master,Single,64826,Medium,2,2-3 Years,4,1,No,12,4,4,No,No,0
E0630,40,Other,Operations,Operations Executive,College,Single,39008,Medium,0,0-1 Year,3,3,Yes,11,3,4,No,No,0
E0631,40,Male,Finance,Auditor,Below College,Married,37817,Medium,4,4-7 Years,4,2,Yes,13,4,4,Yes,Yes,1
E0632,40,Male,Finance,Auditor,Doctorate,Married,38755,Medium,1,0-1 Year,3,2,No,3,3,3,No,Yes,1
E0633,32,Male,Operations,Operations Executive,Master,Single,56501,Medium,6,4-7 Years,3,2,No,8,3,1,No,No,0
E0634,31,Male,Operations,Operations Executive,Master,Married,84589,High,4,4-7 Years,1,1,No,15,4,0,Yes,Yes,1
E0635,26,Female,Customer Support,Support Executive,Bachelor,Married,43422,Medium,0,0-1 Year,1,2,Yes,22,3,2,No,Yes,1
E0636,27,Male,Sales,Sales Representative,College,Married,46193,Medium,9,8+ Years,3,3,Yes,16,4,4,No,No,0
E0637,20,Female,Finance,Financial Analyst,Master,Divorced,53860,Medium,1,0-1 Year,2,1,Yes,11,3,0,No,Yes,1
E0638,28,Male,Sales,Sales Executive,Bachelor,Single,59793,Medium,1,0-1 Year,4,4,No,17,4,1,No,No,0
E0639,22,Female,IT,Software Engineer,Doctorate,Married,55028,Medium,1,0-1 Year,4,4,No,29,3,4,No,No,0
E0640,26,Female,Research & Development,Lab Technician,Bachelor,Married,64120,Medium,5,4-7 Years,2,1,Yes,17,3,3,No,No,0
E0641,37,Male,Research & Development,Research Scientist,Bachelor,Single,88461,High,7,4-7 Years,1,2,No,22,3,1,No,Yes,1
E0642,42,Female,Sales,Account Manager,Master,Married,38985,Medium,2,2-3 Years,2,1,No,18,3,4,No,No,0
E0643,31,Male,Operations,Process Lead,College,Married,59327,Medium,1,0-1 Year,4,1,No,9,3,0,No,No,0
E0644,47,Male,Finance,Finance Manager,Below College,Married,65211,Medium,4,4-7 Years,4,3,Yes,5,4,3,Yes,No,0
E0645,37,Male,Sales,Sales Executive,Master,Single,35359,Medium,1,0-1 Year,3,4,No,3,3,2,No,No,0
E0646,44,Female,Human Resources,HR Executive,College,Married,18895,Low,0,0-1 Year,1,2,Yes,4,4,6,No,Yes,1
E0647,38,Male,Operations,Logistics Coordinator,Doctorate,Single,32047,Low,0,0-1 Year,1,3,No,29,4,0,No,Yes,1
E0648,33,Female,Customer Support,Team Lead,Master,Divorced,42112,Medium,0,0-1 Year,2,3,No,28,3,4,No,No,0
E0649,23,Male,Operations,Operations Manager,College,Married,41497,Medium,2,2-3 Years,4,2,No,3,3,2,No,No,0
E0650,36,Female,Operations,Operations Executive,Bachelor,Married,46181,Medium,0,0-1 Year,4,2,Yes,16,3,1,No,No,0
E0651,30,Male,Operations,Logistics Coordinator,Bachelor,Married,44642,Medium,9,8+ Years,2,2,Yes,30,3,3,No,Yes,1
E0652,44,Male,Research & Development,R&D Manager,Master,Single,55164,Medium,0,0-1 Year,1,1,No,8,3,3,No,No,0
E0653,37,Female,Research & Development,Research Scientist,Bachelor,Married,62375,Medium,2,2-3 Years,4,3,Yes,2,3,2,Yes,No,0
E0654,25,Female,Sales,Sales Representative,Bachelor,Single,41779,Medium,3,2-3 Years,1,2,No,4,3,0,No,No,0
E0655,31,Male,Research & Development,Product Analyst,Below College,Married,77839,High,6,4-7 Years,3,4,No,7,3,1,No,No,0
E0656,32,Male,Sales,Regional Manager,College,Married,29403,Low,5,4-7 Years,1,2,Yes,6,3,3,Yes,Yes,1
E0657,40,Male,IT,Software Engineer,Bachelor,Married,99100,High,0,0-1 Year,4,1,No,16,4,3,No,No,0
E0658,20,Male,Customer Support,Customer Success Manager,Below College,Married,35665,Medium,0,0-1 Year,3,4,No,16,4,4,No,No,0
E0659,29,Male,Customer Support,Team Lead,College,Single,28022,Low,7,4-7 Years,4,1,No,9,3,5,No,Yes,1
E0660,34,Male,Research & Development,Research Scientist,Master,Married,122917,High,18,8+ Years,1,2,No,30,4,5,Yes,No,0
E0661,32,Male,IT,System Admin,Master,Married,117413,High,10,8+ Years,4,3,No,10,3,4,No,No,0
